timestamp,fail,fail_prob,threshold,predicted_fail,train_until,unit_id
2008-09-29 02:06:00,0,0.11100278827011094,0.4270395093963959,0,2008-09-29,U1167
2008-09-29 03:07:00,0,0.08631941307693741,0.4270395093963959,0,2008-09-29,U1168
2008-09-29 03:50:00,0,0.18111098939682257,0.4270395093963959,0,2008-09-29,U1169
2008-09-29 04:18:00,0,0.10628974473780163,0.4270395093963959,0,2008-09-29,U1170
2008-09-29 04:47:00,0,0.13100720720985728,0.4270395093963959,0,2008-09-29,U1171
2008-09-29 05:32:00,0,0.08820191241650863,0.4270395093963959,0,2008-09-29,U1172
2008-09-29 07:53:00,0,0.05916458209605055,0.4270395093963959,0,2008-09-29,U1173
2008-09-29 09:15:00,0,0.1592651630105867,0.4270395093963959,0,2008-09-29,U1174
2008-09-29 11:13:00,0,0.49362474304236803,0.4270395093963959,1,2008-09-29,U1175
2008-09-29 11:53:00,0,0.3042416374178484,0.4270395093963959,0,2008-09-29,U1176
2008-09-29 12:25:00,0,0.13348586207088056,0.4270395093963959,0,2008-09-29,U1177
2008-09-29 14:03:00,0,0.10270839720205194,0.4270395093963959,0,2008-09-29,U1178
2008-09-29 14:04:00,0,0.3911418880962181,0.4270395093963959,0,2008-09-29,U1179
2008-09-29 14:08:00,0,0.17075399046301368,0.4270395093963959,0,2008-09-29,U1180
2008-09-29 15:09:00,0,0.17293679878919652,0.4270395093963959,0,2008-09-29,U1181
2008-09-29 15:16:00,0,0.17952060825090438,0.4270395093963959,0,2008-09-29,U1182
2008-09-29 16:27:00,0,0.047237952828118934,0.4270395093963959,0,2008-09-29,U1183
2008-09-29 17:21:00,0,0.44314491507698567,0.4270395093963959,1,2008-09-29,U1184
2008-09-29 21:26:00,0,0.06832989163077353,0.4270395093963959,0,2008-09-29,U1185
2008-09-29 21:48:00,1,0.17478831372054396,0.4270395093963959,0,2008-09-29,U1186
2008-09-29 22:13:00,0,0.07374695623771363,0.4270395093963959,0,2008-09-29,U1187
2008-09-30 01:33:00,0,0.08616130040584238,0.4270395093963959,0,2008-09-29,U1188
2008-09-30 01:36:00,0,0.29119331848511903,0.4270395093963959,0,2008-09-29,U1189
2008-09-30 02:44:00,1,0.07256359757139946,0.4270395093963959,0,2008-09-29,U1190
2008-09-30 04:01:00,0,0.08727080229657905,0.4270395093963959,0,2008-09-29,U1191
2008-09-30 04:42:00,0,0.08313052734814987,0.4270395093963959,0,2008-09-29,U1192
2008-09-30 08:44:00,0,0.6920765044165001,0.4270395093963959,1,2008-09-29,U1193
2008-09-30 12:31:00,0,0.2912409370565954,0.4270395093963959,0,2008-09-29,U1194
2008-09-30 13:29:00,0,0.059378926132010054,0.4270395093963959,0,2008-09-29,U1195
2008-09-30 14:20:00,0,0.2514363373662933,0.4270395093963959,0,2008-09-29,U1196
2008-09-30 14:36:00,0,0.2706587501012158,0.4270395093963959,0,2008-09-29,U1197
2008-09-30 15:16:00,0,0.11729922983845634,0.4270395093963959,0,2008-09-29,U1198
2008-09-30 15:26:00,0,0.12084691835805131,0.4270395093963959,0,2008-09-29,U1199
2008-09-30 16:13:00,0,0.04055078380218829,0.4270395093963959,0,2008-09-29,U1200
2008-09-30 16:50:00,0,0.3319924153339793,0.4270395093963959,0,2008-09-29,U1201
2008-09-30 17:27:00,0,0.04295389123950938,0.4270395093963959,0,2008-09-29,U1202
2008-09-30 19:17:00,0,0.13940633838761193,0.4270395093963959,0,2008-09-29,U1203
